D33I06	D33I07	D33I08	D33I10	D33J01	D34G04	D34G05	D34G06	D34G07	D34G09	D34G10
LOC113014405	0	0	0	0	0	0	0	0	0	0	0
LOC113014410	0	0	0	0	0	0	0	0	0	0	0
LOC113014411	1161	1214	597	1883	5671	8030	4616	1254	521	4313	891
LOC113014416	0	0	0	0	0	0	0	0	0	0	0
LOC113014419	186	135	140	138	330	1067	725	274	188	568	152
LOC113014420	146	127	120	40	70	134	64	92	88	217	72
LOC113014421	1	22	0	6	36	49	32	6	0	4	14
LOC113014423	0	0	0	0	0	0	0	0	0	0	0
LOC113014428	0	0	0	0	0	0	0	0	0	0	0
LOC113014431	1	1	1	2	3	0	7	9	0	3	0
LOC113014432	10	31	11	21	21	174	59	64	9	96	13
LOC113014434	17	24	22	17	158	271	363	7	0	92	17
LOC113014436	94	105	18	48	231	468	212	10	2	57	0
LOC113014440	60	42	21	37	69	72	52	10	0	25	9
LOC113014442	7	4	11	3	6	17	9	7	0	23	0
LOC113014443	5	5	14	3	13	8	8	4	0	3	0
LOC113014444	0	0	0	0	0	1	0	0	0	0	0
LOC113014447	28	33	26	30	47	57	37	27	21	46	19
LOC113014449	27	10	10	12	13	65	13	17	0	20	3
LOC113014451	5	0	1	2	9	1	12	1	5	19	0
LOC113014453	218	86	45	112	258	344	188	112	23	315	22
LOC113014454	13	4	28	18	14	23	40	20	6	5	15
LOC113014458	403	304	417	249	345	346	237	264	106	289	104
LOC113014459	6	2	0	4	0	36	14	0	0	9	3
LOC113014461	0	4	7	1	10	67	32	8	7	27	18
LOC113014462	326	294	324	195	180	597	419	468	218	491	201
LOC113014465	52754	21712	6260	40004	36760	20147	27082	5394	2709	33804	2034
LOC113014467	8	7	18	12	8	96	74	85	17	213	11
LOC113014471	0	0	3	0	0	1	1	0	0	2	0
LOC113014472	17	30	16	16	6	28	14	20	36	24	8
LOC113014473	101	21	320	161	59	241	335	410	87	210	157
LOC113014479	7	3	5	8	4	17	3	3	2	16	0
LOC113014480	1	13	25	21	11	24	34	18	2	29	17
LOC113014482	428	252	513	385	352	1991	867	793	199	1008	262
LOC113014485	20	39	14	27	63	355	114	77	14	158	8
LOC113014489	1448	933	2131	2328	1668	3038	2018	2573	1891	1747	1258
LOC113014491	217	342	217	249	839	1600	907	399	95	477	161
LOC113014492	1	0	0	2	1	1	0	0	0	1	0
LOC113014493	0	0	0	3	1	0	1	0	0	0	0
LOC113014499	185	57	423	87	106	1013	269	275	181	287	170
LOC113014500	0	5	0	0	11	89	129	2	0	33	0
LOC113014501	2236	1534	575	1324	2147	1070	1014	265	149	1356	102
LOC113014502	0	0	9	9	0	0	1	0	0	2	0
LOC113014503	102	25	28	39	148	301	158	28	3	79	0
LOC113014505	0	0	0	3	0	15	0	1	0	0	0
LOC113014507	81	0	54	52	31	18	4	102	6	7	3
LOC113014508	55	3	252	100	110	285	431	281	65	107	49
LOC113014509	0	0	0	0	0	0	0	0	0	0	0
LOC113014510	4	4	0	0	17	16	8	3	1	3	0
LOC113014511	0	0	0	1	2	0	0	0	0	0	0
LOC113014512	15	0	1	3	4	11	6	31	0	7	0
LOC113014513	20	19	10	21	50	61	47	18	0	48	6
LOC113014514	0	0	4	0	1	0	0	0	0	0	0
LOC113014515	0	0	0	0	0	0	0	0	0	0	0
LOC113014518	331	253	364	264	252	886	492	530	168	443	241
LOC113014519	22	0	0	0	0	1	0	0	0	0	0
LOC113014526	0	0	0	0	0	0	0	0	0	0	2
LOC113014527	0	0	0	0	0	0	0	0	0	0	0
LOC113014528	191	178	337	177	312	678	560	380	183	534	118
LOC113014529	771	827	558	404	2757	2508	2868	116	38	939	166
LOC113014530	880	791	182	656	1406	916	1222	331	236	795	240
LOC113014532	5	90	4	8	0	1	4	8	0	68	0
LOC113014533	66	28	35	48	50	1164	351	473	112	606	254
LOC113014534	42	40	70	92	29	31	2	53	22	2	13
LOC113014535	6	0	0	5	4	3	4	4	0	1	0
LOC113014537	79	71	181	59	133	1082	447	368	152	536	195
LOC113014538	4	6	0	4	6	6	4	0	5	0	0
LOC113014539	1342	1484	2157	780	1628	4833	2776	1892	987	2167	1221
LOC113014542	0	0	0	0	0	0	0	0	0	0	0
LOC113014545	15	0	6	6	8	1	0	0	0	0	0
LOC113014546	0	0	16	3	0	2	3	0	0	0	0
LOC113014550	344	173	406	393	519	4073	1976	2317	1170	1989	1249
LOC113014551	0	0	0	0	0	0	0	0	0	0	0
LOC113014554	6	0	0	0	2	0	15	0	0	12	0
LOC113014558	0	0	2	0	0	0	0	0	0	0	0
LOC113014561	37	36	6	16	25	24	37	11	13	26	23
LOC113014562	0	0	0	0	0	0	1	0	0	0	0
LOC113014566	36	46	32	34	92	185	153	78	8	151	19
LOC113014567	0	0	0	0	0	0	0	0	0	5	0
LOC113014571	480	454	358	339	337	828	429	370	262	371	169
LOC113014573	0	0	0	0	0	0	0	0	0	3	0
LOC113014574	0	0	0	0	0	0	0	0	0	0	0
LOC113014576	91	82	271	78	57	584	68	151	50	175	182
LOC113014577	0	0	0	0	0	0	0	0	0	0	0
LOC113014578	0	0	0	0	0	0	0	0	0	0	0
LOC113014581	1021	498	253	1089	2056	2617	3424	224	88	1209	159
LOC113014582	0	0	0	0	0	0	0	0	0	0	1
LOC113014585	65	61	63	54	250	602	504	136	56	223	59
LOC113014588	0	0	0	0	0	2	0	0	0	0	0
LOC113014589	0	0	0	0	0	0	0	0	0	0	0
LOC113014590	0	0	0	0	1	0	0	0	0	0	0
LOC113014591	56	43	86	42	48	91	63	58	17	92	20
LOC113014592	0	2	7	14	9	39	26	27	22	41	2
LOC113014593	311	192	216	181	217	332	190	123	99	228	59
LOC113014596	0	0	0	0	0	0	0	0	0	0	0
LOC113014601	319	341	599	222	347	880	515	577	102	1354	100
LOC113014602	7	12	2	7	16	88	30	24	7	49	13
LOC113014605	19	46	29	35	85	82	59	43	8	54	12
LOC113014606	0	0	0	0	0	0	0	0	0	0	0
LOC113014607	150	133	121	143	210	168	171	151	105	202	66
LOC113014608	23	28	7	8	27	36	32	6	0	9	7
LOC113014610	366	361	525	355	538	1090	729	624	426	846	286
LOC113014612	0	9	0	0	0	0	0	0	0	0	0
LOC113014617	3	19	35	27	6	6	11	5	0	2	1
LOC113014619	1725	483	2092	670	435	4561	619	1728	663	2657	772
LOC113014620	427	262	416	238	253	938	314	576	225	464	455
LOC113014621	8	4	3	7	24	182	84	16	8	56	9
LOC113014622	3	18	32	3	16	4	2	0	0	15	0
LOC113014630	46	24	38	26	26	209	133	100	15	129	68
LOC113014633	0	0	0	0	0	0	0	0	0	0	0
LOC113014638	0	0	0	0	0	0	0	0	0	0	0
LOC113014639	227	301	245	236	384	888	759	700	313	865	315
LOC113014640	0	0	0	0	0	0	0	0	0	0	0
LOC113014642	312	126	161	92	89	274	129	377	124	573	145
LOC113014643	57	14	18	26	76	70	68	0	5	11	0
LOC113014644	12	14	64	33	31	63	67	33	27	38	36
LOC113014646	11	40	11	24	72	25	95	79	46	123	44
LOC113014649	3	0	0	2	0	3	0	2	0	6	0
LOC113014652	567	227	754	741	79	342	60	622	117	112	150
LOC113014653	111	130	135	77	92	272	170	154	38	182	64
LOC113014655	0	1	4	0	0	27	0	0	0	4	0
LOC113014656	0	0	0	0	0	6	0	0	0	1	0
LOC113014658	3	17	0	5	0	1	0	1	0	0	0
LOC113014660	0	0	0	1	2	0	26	0	2	0	0
LOC113014662	6	8	7	27	16	96	24	159	6	34	59
LOC113014663	9	0	0	3	6	46	18	2	0	125	3
LOC113014664	1	4	0	7	0	20	10	2	2	11	3
LOC113014665	0	0	0	0	0	0	5	0	0	0	0
LOC113014667	601	616	729	634	1072	1764	1324	1585	1007	1789	1137
LOC113014669	1078	405	106	1135	1612	1319	1339	157	109	1078	95
LOC113014672	30	0	61	20	4	27	4	51	3	8	6
LOC113014673	210	182	367	426	103	5452	1824	3150	391	6621	186
LOC113014674	1	4	0	3	5	30	5	5	0	13	0
LOC113014675	9	0	7	20	20	18	40	8	17	16	5
LOC113014676	27	21	6	23	81	65	70	14	8	14	14
LOC113014677	349	241	307	276	239	1066	335	684	229	537	363
LOC113014680	0	6	0	17	0	0	12	0	0	0	0
LOC113014682	0	0	0	0	1	0	1	0	0	1	0
LOC113014683	6	7	1	0	0	24	6	0	0	1	0
LOC113014685	67	1221	19	1438	914	4	530	718	666	583	1375
LOC113014686	0	0	0	0	0	0	0	0	0	0	0
LOC113014689	37	6	333	123	16	864	1156	764	100	512	368
LOC113014691	14	9	0	9	34	38	19	13	27	19	10
LOC113014692	0	0	0	0	0	0	0	0	0	0	0
LOC113014693	0	0	0	0	0	0	0	0	0	0	0
LOC113014694	0	0	0	0	0	0	0	0	0	0	0
LOC113014695	0	0	0	0	0	0	0	0	0	0	0
LOC113014696	0	0	0	0	0	0	0	0	0	0	0
LOC113014697	0	0	0	0	0	4	0	0	0	0	0
LOC113014698	0	0	0	0	0	0	0	0	0	0	0
LOC113014700	0	0	0	0	0	3	20	2	0	0	1
LOC113014702	2	0	26	0	12	34	0	12	2	12	6
LOC113014703	43	23	2	32	180	95	216	4	0	45	0
LOC113014704	100	84	3	123	153	21	51	11	0	50	0
LOC113014706	0	0	0	0	0	0	0	0	0	0	0
LOC113014707	0	0	0	0	0	0	0	0	0	0	0
LOC113014708	0	0	0	0	0	0	0	0	0	0	0
LOC113014709	0	0	0	0	0	0	0	0	0	0	0
LOC113014710	0	0	0	0	0	0	0	0	0	0	0
LOC113014711	0	0	0	0	0	0	0	0	0	0	0
LOC113014713	36	73	10	83	185	407	276	33	13	127	4
LOC113014715	1842	1473	1325	1546	5363	5451	4005	1035	1187	3041	834
LOC113014716	2	0	0	0	0	1	0	0	0	1	1
LOC113014718	0	0	0	2	0	0	0	0	0	4	0
LOC113014719	125	62	78	45	98	134	122	50	33	158	23
LOC113014720	63	103	49	42	58	117	86	93	26	58	34
LOC113014721	0	4	0	0	3	0	0	0	10	0	0
LOC113014723	0	0	0	0	0	0	0	0	0	0	0
LOC113014724	0	0	0	0	0	10	2	0	0	7	0
LOC113014725	1	0	0	3	2	60	6	27	2	18	16
LOC113014726	89	132	44	160	111	110	563	658	296	769	464
LOC113014727	0	2	0	0	1	22	0	3	0	1	14
LOC113014728	8	8	11	19	35	155	133	11	0	48	3
LOC113014729	31	7	44	19	4	193	11	51	8	56	35
LOC113014730	0	0	0	2	13	13	7	2	0	1	0
LOC113014732	88	59	112	49	17	1483	108	392	112	257	86
LOC113014734	0	0	2	0	4	0	2	2	4	0	0
LOC113014735	0	0	0	0	0	4	0	0	4	0	0
LOC113014736	12	16	0	2	28	28	27	1	0	5	0
LOC113014737	458	164	482	287	181	1107	328	547	342	439	282
LOC113014738	22	10	13	8	20	221	83	60	27	70	27
LOC113014739	0	0	0	0	0	1	3	0	0	0	0
LOC113014741	0	0	0	0	0	8	0	0	0	0	0
LOC113014744	15	5	0	10	8	25	8	2	18	14	8
LOC113014745	23	12	14	14	7	74	23	48	12	26	7
LOC113014746	100	133	320	134	42	63	18	90	20	94	30
LOC113014747	0	3	0	0	4	6	32	0	0	5	0
LOC113014748	439	248	230	229	365	921	385	550	121	539	218
LOC113014749	0	0	2	1	0	0	0	0	0	0	0
LOC113014752	15	5	22	5	20	203	86	39	11	77	25
LOC113014755	7	5	55	11	36	46	8	3	14	4	0
LOC113014756	0	5	9	18	3	0	1	0	0	0	0
LOC113014757	0	0	0	0	0	0	0	0	0	0	0
LOC113014762	352	324	596	345	152	352	63	304	186	258	142
LOC113014763	11	8	0	11	56	131	91	19	1	28	0
LOC113014764	0	0	0	0	0	0	0	0	0	0	0
LOC113014766	0	0	0	0	0	5	0	26	0	1	0
LOC113014770	120	105	19	111	164	233	153	89	54	176	61
LOC113014771	14	34	44	22	6	143	69	88	28	150	27
LOC113014774	0	3	14	6	16	93	69	21	4	29	2
LOC113014775	0	0	0	0	0	0	0	0	0	0	0
LOC113014784	255	160	188	118	195	604	274	212	118	373	88
LOC113014786	30	22	69	11	26	379	111	188	29	67	79
LOC113014787	16	15	28	32	26	133	47	0	31	0	14
LOC113014789	0	13	11	10	27	60	93	19	12	66	2
LOC113014792	0	0	0	2	0	0	0	0	0	0	0
LOC113014797	1027	775	913	1000	536	915	453	789	184	799	199
LOC113014798	0	0	5	2	0	0	0	0	0	0	0
LOC113014799	358	102	259	383	107	435	19	1811	207	109	323
LOC113014801	23	5	15	13	8	40	34	10	0	53	3
LOC113014802	3262	271	10611	5060	1539	3318	6552	4733	8236	2426	6582
LOC113014804	0	0	0	0	0	1	3	0	0	0	0
LOC113014805	62	44	36	32	97	355	203	97	36	184	56
LOC113014806	44	59	11	38	174	256	272	38	4	117	19
LOC113014808	0	0	0	0	0	0	0	0	0	0	0
LOC113014809	0	0	2	2	8	0	0	0	0	0	0
LOC113014810	58	94	43	82	101	125	151	248	60	252	64
LOC113014811	29	26	34	12	25	192	126	71	42	209	13
LOC113014813	606	525	665	514	285	1126	357	817	389	790	353
LOC113014815	1436	271	689	6	1581	779	2	327	122	663	21
LOC113014816	120	66	123	189	67	66	12	120	34	37	19
LOC113014817	45	66	47	30	56	309	187	154	52	373	34
LOC113014818	215	190	110	190	807	107	103	48	0	82	16
LOC113014819	0	0	0	0	0	3	0	0	0	0	0
LOC113014822	0	0	0	0	0	4	0	0	0	0	0
LOC113014823	3	6	5	1	5	28	31	1	2	2	0
LOC113014824	67	23	31	18	36	39	26	43	7	75	14
LOC113014825	2737	130	10601	5069	892	1676	3184	2945	1836	1672	2607
LOC113014826	169	69	252	50	85	101	2	25	9	109	2
LOC113014827	9	5	12	3	0	2	3	5	1	2	1
LOC113014828	103	50	77	52	83	294	181	167	26	225	77
LOC113014829	0	0	0	0	0	0	0	0	0	0	0
LOC113014830	0	0	0	0	0	0	0	0	0	0	0
LOC113014832	0	0	0	0	0	0	0	0	0	0	0
LOC113014833	8	5	16	8	0	202	33	84	43	161	37
LOC113014834	16	7	33	36	3	103	8	31	9	25	0
LOC113014836	36	23	27	26	203	222	205	53	42	64	43
LOC113014837	0	0	5	5	3	1	11	8	12	0	0
LOC113014838	0	5	1	0	4	3	5	2	1	0	0
LOC113014839	0	0	0	0	0	1	0	0	0	0	0
LOC113014840	0	0	2	0	0	0	0	0	0	0	0
LOC113014843	0	1	0	0	0	0	0	0	0	0	2
LOC113014844	34	7	3	23	14	0	2	4	0	0	0
LOC113014847	1	0	0	0	3	0	2	0	0	3	0
LOC113014848	8	37	8	67	4	146	90	49	0	33	0
LOC113014850	43	133	88	74	90	195	113	99	39	163	42
LOC113014851	38	58	47	41	48	65	52	45	33	36	19
LOC113014853	0	0	0	0	0	0	0	0	0	0	0
LOC113014854	0	0	0	0	0	0	0	0	0	0	0
LOC113014855	3	0	2	0	4	1	2	1	0	0	1
LOC113014856	0	0	0	0	0	0	0	4	0	0	0
LOC113014858	330	508	755	100	268	765	272	132	48	811	39
LOC113014859	0	21	21	15	3	20	9	20	9	16	3
LOC113014861	0	0	0	0	0	0	1	0	0	0	0
LOC113014863	0	4	4	3	5	1	0	4	6	0	6
LOC113014867	0	0	0	0	1	7	4	6	0	5	0
LOC113014868	0	1	14	21	37	70	102	12	24	58	15
LOC113014869	4	10	0	0	0	4	1	0	0	4	0
LOC113014870	553	412	425	191	370	672	463	332	89	452	163
LOC113014871	126	53	65	95	123	442	137	92	19	110	115
LOC113014872	4	2	1	9	5	7	14	2	0	1	0
LOC113014873	658	588	315	388	570	874	654	470	165	816	180
LOC113014876	0	0	0	0	0	1	0	2	0	17	1
LOC113014877	62	65	63	65	162	176	218	82	30	120	23
LOC113014879	0	4	0	4	0	8	1	1	0	0	0
LOC113014881	30	17	6	26	166	477	341	17	9	99	4
LOC113014882	32	4	97	94	25	19	58	109	29	46	13
LOC113014883	0	0	0	0	0	6	0	0	0	0	0
LOC113014884	9	6	0	6	0	12	14	2	0	3	0
LOC113014885	4041	2821	2771	2488	2557	1854	1220	1610	721	2306	770
LOC113014886	0	0	0	4	0	1	0	0	3	0	0
LOC113014889	157	66	84	105	29	557	171	372	30	154	30
LOC113014890	22	60	44	65	159	617	288	317	38	239	115
LOC113014894	0	1	14	13	4	27	17	5	0	8	8
LOC113014895	58	13	106	33	20	147	42	32	12	30	6
LOC113014896	0	3	11	8	2	10	3	1	0	11	0
LOC113014897	22	8	6	18	26	70	4	14	0	15	0
LOC113014899	532	449	327	433	696	1464	1017	669	272	991	350
LOC113014900	266	264	387	232	256	1517	540	857	201	576	300
LOC113014901	6	0	0	0	0	0	5	0	0	1	0
LOC113014902	0	0	0	0	0	0	0	0	0	0	0
LOC113014903	0	0	0	0	0	0	0	0	0	0	0
LOC113014904	19	26	105	39	2	129	1	22	54	41	62
LOC113014905	607	391	406	393	288	507	265	421	212	275	180
LOC113014908	78	191	30	175	695	2299	1538	397	210	901	226
LOC113014909	2	0	1	1	3	2	2	5	0	4	0
LOC113014910	107	36	50	55	51	493	172	142	38	327	14
LOC113014912	0	0	0	0	0	4	2	0	0	3	0
LOC113014913	0	0	0	0	0	0	0	0	0	0	0
LOC113014914	0	0	0	0	0	0	0	0	0	0	0
LOC113014915	0	0	1	4	0	0	0	0	0	0	0
LOC113014920	1062	943	1127	855	868	2733	2365	1413	178	1623	444
LOC113014921	0	0	0	1	0	6	1	4	0	8	0
LOC113014924	0	4	5	2	0	1	3	7	4	0	2
LOC113014925	74	67	143	100	152	131	91	15	1	101	7
LOC113014927	32	33	84	43	21	174	51	53	21	102	28
LOC113014928	4	12	15	12	0	26	1	20	0	12	0
LOC113014929	48	105	48	41	105	107	52	33	11	50	0
LOC113014930	14	25	118	17	17	601	240	425	73	199	58
LOC113014931	20	14	15	4	16	198	75	54	8	67	30
LOC113014932	0	0	0	0	0	0	2	0	0	0	0
LOC113014934	0	0	5	0	0	0	15	0	0	0	0
LOC113014935	47	31	146	44	48	186	180	125	34	167	55
LOC113014936	70	89	56	100	172	221	290	343	329	381	295
LOC113014937	35	37	37	34	29	48	37	19	11	53	16
LOC113014938	12	1	23	5	6	95	18	89	14	17	24
LOC113014939	31	12	45	9	49	196	91	72	18	56	16
LOC113014940	2	19	14	13	17	87	100	56	36	94	23
LOC113014943	0	11	0	2	0	16	1	1	0	2	0
LOC113014944	0	6	2	3	0	1	16	11	0	8	0
LOC113014945	36	36	15	25	20	57	26	27	13	75	14
LOC113014946	10	9	0	6	7	3	0	0	1	6	0
LOC113014947	14	15	49	37	37	106	94	66	46	79	53
LOC113014948	0	0	0	0	0	2	0	0	0	0	0
LOC113014950	839	625	437	605	1735	2045	1889	397	44	1045	218
LOC113014951	0	2	0	0	0	3	3	0	0	2	0
LOC113014952	2	0	0	0	0	0	3	0	0	0	0
LOC113014953	21	34	31	45	46	95	55	32	6	39	11
LOC113014954	6	3	28	7	5	30	21	8	0	2	8
LOC113014955	28	5	0	4	3	17	1	3	5	1	0
LOC113014956	666	618	1544	683	1880	4833	2808	1434	731	2715	657
LOC113014957	15	5	17	13	3	29	11	21	6	38	5
LOC113014958	5	2	0	0	3	1	0	0	0	1	0
LOC113014959	9	12	1	6	13	16	28	10	0	9	0
LOC113014960	109	81	63	88	165	207	137	118	24	181	41
LOC113014961	1	23	3	12	38	204	187	40	1	60	7
LOC113014962	66	58	101	56	106	207	130	82	22	155	20
LOC113014963	0	0	4	3	1	2	3	4	16	2	0
LOC113014964	0	0	4	0	0	6	0	0	0	0	0
LOC113014966	0	0	0	1	0	0	0	0	0	0	16
LOC113014968	0	0	0	0	1	0	0	0	0	0	0
LOC113014969	8	0	1	0	0	0	0	0	0	0	0
LOC113014970	0	5	0	5	0	2	0	0	0	0	0
LOC113014972	28	0	0	0	0	1	2	0	0	0	0
LOC113014974	347	368	9123	415	407	1480	15406	461	1969	309	12218
LOC113014977	2	7	3	10	1	30	10	6	0	10	5
LOC113014978	395	162	227	266	398	799	479	330	112	670	125
LOC113014979	0	4	7	7	23	13	23	0	4	8	0
LOC113014989	180	109	104	139	379	719	749	348	239	501	242
LOC113014991	24	39	23	27	38	322	167	108	8	137	50
LOC113014993	117689	77559	107411	68689	58330	100249	43546	84945	73412	81627	51800
LOC113014995	356	311	215	191	947	1022	616	24	32	255	15
LOC113014996	0	0	0	0	0	0	0	0	0	2	0
LOC113014997	0	0	0	0	0	0	0	0	0	0	0
LOC113014999	135	145	110	62	99	209	115	95	41	155	54
LOC113015000	152	89	113	68	54	207	56	165	69	110	107
LOC113015002	50	82	47	59	76	158	201	211	49	207	56
LOC113015005	63	54	91	71	25	116	54	130	61	71	64
LOC113015006	0	0	0	0	1	2	3	0	0	0	0
LOC113015007	7	0	0	4	4	2	3	0	0	0	0
LOC113015008	2	3	5	0	7	27	38	4	0	17	0
LOC113015009	537	491	260	321	712	1311	1059	472	223	945	212
LOC113015011	11	6	0	2	4	11	1	2	1	0	0
LOC113015012	26	7	22	27	16	25	18	26	2	19	7
LOC113015013	0	2	25	19	0	31	1	0	0	27	12
LOC113015014	0	0	0	0	1	0	0	0	0	0	0
LOC113015015	58	46	13	98	408	556	381	81	60	237	32
LOC113015016	38	240	7	170	197	32	325	646	2021	984	613
LOC113015017	93	252	4	214	110	52	502	643	751	468	469
LOC113015018	20	40	64	31	122	214	124	58	17	133	11
LOC113015019	16	2	28	36	23	109	26	49	18	40	2
LOC113015021	2780	2092	4896	3166	2049	1740	534	551	70	560	107
LOC113015022	556	938	425	488	182	594	1797	3653	340	2395	1048
LOC113015024	0	0	0	0	3	1	0	1	0	0	0
LOC113015025	764	832	368	554	725	453	745	928	858	811	777
LOC113015026	10	7	12	16	13	14	13	1	0	7	0
LOC113015028	11	29	20	33	74	164	55	12	3	25	10
LOC113015031	16	6	19	25	15	146	134	95	37	172	79
LOC113015033	0	0	1	0	0	0	0	0	0	0	0
LOC113015035	7	21	20	18	21	41	37	14	1	38	9
LOC113015037	154	199	435	72	76	171	138	166	69	669	13
LOC113015038	0	0	0	0	0	1	0	0	1	0	0
LOC113015040	11	8	0	7	26	31	27	5	0	7	5
LOC113015041	61	29	87	101	69	287	46	103	33	123	6
LOC113015042	0	0	0	0	0	0	0	0	0	0	0
LOC113015043	0	0	0	0	0	0	0	0	0	0	0
LOC113015044	10	13	7	0	1	14	7	8	4	16	0
LOC113015045	0	0	0	0	0	1	0	0	0	1	0
LOC113015046	8	2	5	2	1	15	1	2	0	14	5
LOC113015047	2	0	5	2	0	0	0	3	7	3	0
LOC113015048	51	19	45	19	12	45	4	13	1	2	8
LOC113015049	379	298	437	317	263	644	552	701	207	785	205
LOC113015050	406	193	46	258	295	137	172	40	0	156	5
LOC113015052	0	6	0	0	0	0	0	0	0	0	0
LOC113015054	18244	60806	2940	32590	28332	4233	47115	70154	88407	66117	69409
LOC113015055	6	2	4	5	25	62	102	22	12	56	17
LOC113015059	0	0	0	0	0	0	0	0	0	0	0
LOC113015060	3619	2201	376	2626	7406	3083	1108	534	244	1818	521
LOC113015061	72	49	15	58	94	53	33	5	21	49	20
LOC113015062	0	0	0	0	0	6	16	0	0	3	0
LOC113015064	0	0	0	0	0	0	0	0	0	0	0
LOC113015065	61	55	17	106	59	60	51	35	7	43	29
LOC113015067	16	0	10	0	8	42	10	4	0	3	7
LOC113015068	392	313	235	279	426	876	904	1285	468	1009	831
LOC113015069	4	4	0	2	0	5	3	1	0	7	0
LOC113015070	1	9	1	9	5	15	17	1	3	4	0
LOC113015071	0	0	0	0	3	0	0	0	0	1	0
LOC113015072	33	1	23	5	4	26	1	4	38	6	1
LOC113015074	0	0	0	0	0	0	0	0	0	0	0
LOC113015075	116	70	116	58	330	647	517	204	86	324	86
LOC113015076	267	217	122	159	498	556	219	100	71	305	84
LOC113015077	32	17	35	32	53	318	137	115	86	116	71
LOC113015078	134	80	60	57	184	236	74	18	17	45	6
LOC113015080	0	1	1	0	9	0	3	1	2	10	0
LOC113015082	0	0	0	2	0	13	0	0	0	1	0
LOC113015086	201	257	265	236	179	479	243	322	44	392	61
LOC113015088	125	40	155	82	60	78	103	128	187	133	72
LOC113015089	0	0	0	0	0	0	1	0	0	0	0
LOC113015093	0	0	2	2	0	2	0	3	0	0	0
LOC113015094	348	382	290	286	378	613	504	173	215	314	170
LOC113015095	72	38	15	30	55	25	23	53	12	25	19
LOC113015096	249	833	145	403	302	844	1666	2215	550	2047	788
LOC113015101	0	29	42	2	18	5	4	0	0	165	29
LOC113015103	0	0	0	0	3	0	0	0	0	2	0
LOC113015104	43	58	50	55	82	273	159	114	40	252	67
LOC113015105	0	0	0	0	0	0	0	0	0	0	0
LOC113015106	0	0	0	0	0	0	0	0	0	0	0
LOC113015108	0	4	0	0	1	3	1	0	0	6	0
LOC113015109	137	131	214	152	309	901	588	320	163	300	152
LOC113015112	0	0	2	5	1	10	3	0	0	6	0
LOC113015113	0	0	0	0	0	0	0	0	0	0	0
LOC113015116	0	2	0	3	0	1	0	0	5	11	0
LOC113015119	5395	3926	1702	2495	6292	9269	5342	654	308	2325	635
LOC113015120	18	35	15	66	47	37	157	122	67	162	61
LOC113015121	0	9	9	8	20	15	11	83	157	64	17
LOC113015125	14	8	1	14	13	34	13	4	7	13	2
LOC113015127	31	37	21	33	74	59	105	34	23	55	20
LOC113015129	41610	24172	26262	18031	12600	21002	7356	17854	12226	18508	7377
LOC113015130	241	114	252	119	270	336	195	116	80	275	87
LOC113015135	0	0	300	46	32	96	0	10	0	0	25
LOC113015137	1	0	0	0	0	0	0	0	0	0	0
LOC113015138	0	0	0	0	0	0	0	0	0	0	0
LOC113015139	4	31	16	41	15	107	82	35	13	81	13
LOC113015140	4	4	13	14	7	40	12	4	0	34	0
LOC113015141	95	48	71	6	22	46	16	27	36	13	1
LOC113015142	0	0	0	0	0	0	0	0	0	1	0
LOC113015143	0	43	5	7	10	16	3	3	11	3	0
LOC113015144	34	19	37	31	6	328	10	61	22	57	2
LOC113015145	24	3	0	3	0	0	0	0	1	0	0
LOC113015146	3	4	16	3	4	8	5	10	11	0	6
LOC113015147	15	11	30	1	3	127	2	23	27	22	10
LOC113015148	0	3	6	3	0	9	2	8	13	9	0
LOC113015149	30	23	0	8	19	84	10	46	39	32	12
LOC113015150	25	12	26	4	0	50	4	14	6	4	0
LOC113015151	526	325	953	133	298	876	68	193	324	202	44
LOC113015152	8	0	167	23	16	913	3	3	8	2	7
LOC113015153	183	109	354	115	198	1384	45	205	219	169	122
LOC113015154	275	55	303	75	110	855	22	70	99	72	61
LOC113015155	828	253	548	360	383	782	25	101	420	84	47
LOC113015156	0	0	0	0	0	0	0	0	0	0	0
LOC113015157	255	260	153	259	1191	2094	1682	362	158	742	248
LOC113015158	0	0	4	0	2	5	3	1	0	2	0
LOC113015159	14	9	11	12	10	97	22	80	85	24	11
LOC113015160	0	0	7	10	0	11	0	0	0	0	10
LOC113015161	13	30	63	1	22	58	10	45	132	14	4
LOC113015162	7	0	1	5	2	152	0	8	13	8	3
LOC113015163	0	0	3	1	1	32	0	0	9	0	0
LOC113015164	30	19	147	45	21	1553	868	579	80	537	50
LOC113015165	0	0	0	0	0	6	0	0	0	1	0
LOC113015166	1	0	0	11	4	2	8	3	0	8	0
LOC113015167	14	6	12	2	33	151	110	53	7	102	37
LOC113015168	16	40	21	23	191	374	359	47	15	88	42
LOC113015169	0	0	0	0	0	1	0	0	0	0	0
LOC113015170	17	0	11	4	5	17	4	0	0	11	0
LOC113015171	787	677	1443	757	1605	5264	2405	1448	638	2455	711
LOC113015172	5	13	0	0	30	39	0	36	0	24	0
LOC113015173	0	0	0	3	0	0	0	0	0	0	0
LOC113015174	0	0	0	0	2	3	5	0	0	5	0
LOC113015175	0	1	0	0	0	0	0	0	0	0	0
LOC113015176	3	22	24	23	2	54	3	24	19	8	2
LOC113015177	455	434	457	318	519	701	719	285	128	452	144
LOC113015178	64	38	65	45	48	191	158	112	50	257	64
